"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 10 22:01:30 GMT 2025","Sat May 10 22:01:38 GMT 2025","8362","","Tests.NavigationTests","","Tests.NavigationTests","getDevelopersPageLink","проверка developer's page link",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:38 GMT 2025","6836","","Tests.NavigationTests","","Tests.NavigationTests","getSubtitleFromHeaderTest","проверка subtitle in header",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:33 GMT 2025","1826","","Tests.NavigationTests","","Tests.NavigationTests","transitionToThirdTestPage","проверка значений направляющих кнопок и переход на третью страницу",""
"broken","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:36 GMT 2025","4931","","Tests.LoginFormTests","","Tests.LoginFormTests","signInTest","Проверка проведения авторизации",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:41 GMT 2025","9865","","Tests.NavigationTests","","Tests.NavigationTests","logoClickTest","проверка logo click",""
"passed","Sat May 10 22:01:30 GMT 2025","Sat May 10 22:01:39 GMT 2025","8896","","Tests.NavigationTests","","Tests.NavigationTests","getTitleTest","проверка title",""
"passed","Sat May 10 22:01:30 GMT 2025","Sat May 10 22:01:36 GMT 2025","6326","","Tests.LoginFormTests","","Tests.LoginFormTests","InvalidSignInTest","Проверка провала авторизации",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:34 GMT 2025","3183","","Tests.NavigationTests","","Tests.NavigationTests","transitionToSecondPageTest","проверка значений направляющих кнопок и переход на вторую страницу",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:33 GMT 2025","2431","","Tests.NavigationTests","","Tests.NavigationTests","getCopyRightText","проверка Copyright",""
"passed","Sat May 10 22:01:30 GMT 2025","Sat May 10 22:01:37 GMT 2025","6947","","Tests.NavigationTests","","Tests.NavigationTests","basicStateValuesTest","проверка значений направляющих кнопок в исходном состоянии",""
"passed","Sat May 10 22:01:31 GMT 2025","Sat May 10 22:01:35 GMT 2025","3974","","Tests.NavigationTests","","Tests.NavigationTests","transitionWithNextButtonTest","проверка перехода с помощью направляющих кнопок",""
