"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:22 GMT 2025","4766","","Tests.NavigationTests","","Tests.NavigationTests","getCopyRightText","проверка Copyright",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:26 GMT 2025","9152","","Tests.NavigationTests","","Tests.NavigationTests","logoClickTest","проверка logo click",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:27 GMT 2025","9898","","Tests.NavigationTests","","Tests.NavigationTests","getDevelopersPageLink","проверка developer's page link",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:22 GMT 2025","5519","","Tests.NavigationTests","","Tests.NavigationTests","transitionToSecondPageTest","проверка значений направляющих кнопок и переход на вторую страницу",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:25 GMT 2025","7555","","Tests.NavigationTests","","Tests.NavigationTests","transitionToThirdTestPage","проверка значений направляющих кнопок и переход на третью страницу",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:21 GMT 2025","4229","","Tests.NavigationTests","","Tests.NavigationTests","transitionWithNextButtonTest","проверка перехода с помощью направляющих кнопок",""
"passed","Sat May 10 12:26:16 GMT 2025","Sat May 10 12:26:19 GMT 2025","2425","","Tests.NavigationTests","","Tests.NavigationTests","basicStateValuesTest","проверка значений направляющих кнопок в исходном состоянии",""
"failed","Sat May 10 12:26:16 GMT 2025","Sat May 10 12:26:20 GMT 2025","3540","","Tests.LoginFormTests","","Tests.LoginFormTests","signInTest","Проверка проведения авторизации",""
"passed","Sat May 10 12:26:16 GMT 2025","Sat May 10 12:26:23 GMT 2025","6917","","Tests.LoginFormTests","","Tests.LoginFormTests","InvalidSignInTest","Проверка провала авторизации",""
"passed","Sat May 10 12:26:17 GMT 2025","Sat May 10 12:26:24 GMT 2025","6785","","Tests.NavigationTests","","Tests.NavigationTests","getSubtitleFromHeaderTest","проверка subtitle in header",""
"passed","Sat May 10 12:26:16 GMT 2025","Sat May 10 12:26:20 GMT 2025","4100","","Tests.NavigationTests","","Tests.NavigationTests","getTitleTest","проверка title",""
