"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:40 GMT 2025","4535","","Tests.LoginFormTests","","Tests.LoginFormTests","signInTest","Проверка проведения авторизации",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:41 GMT 2025","5847","","Tests.NavigationTests","","Tests.NavigationTests","transitionWithNextButtonTest","проверка перехода с помощью направляющих кнопок",""
"passed","Mon May 12 11:05:36 GMT 2025","Mon May 12 11:05:39 GMT 2025","3535","","Tests.NavigationTests","","Tests.NavigationTests","getCopyRightText","проверка Copyright",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:38 GMT 2025","3505","","Tests.NavigationTests","","Tests.NavigationTests","basicStateValuesTest","проверка значений направляющих кнопок в исходном состоянии",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:46 GMT 2025","10866","","Tests.LoginFormTests","","Tests.LoginFormTests","InvalidSignInTest","Проверка провала авторизации",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:45 GMT 2025","10126","","Tests.NavigationTests","","Tests.NavigationTests","getDevelopersPageLink","проверка developer's page link",""
"passed","Mon May 12 11:05:36 GMT 2025","Mon May 12 11:05:44 GMT 2025","8828","","Tests.NavigationTests","","Tests.NavigationTests","getSubtitleTest","проверка developer's page link",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:43 GMT 2025","7554","","Tests.NavigationTests","","Tests.NavigationTests","logoClickTest","проверка logo click",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:38 GMT 2025","2378","","Tests.NavigationTests","","Tests.NavigationTests","transitionToSecondPageTest","проверка значений направляющих кнопок и переход на вторую страницу",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:44 GMT 2025","8301","","Tests.NavigationTests","","Tests.NavigationTests","transitionToThirdTestPage","проверка значений направляющих кнопок и переход на третью страницу",""
"passed","Mon May 12 11:05:35 GMT 2025","Mon May 12 11:05:37 GMT 2025","1987","","Tests.NavigationTests","","Tests.NavigationTests","getTitleTest","проверка title",""
"passed","Mon May 12 11:05:36 GMT 2025","Mon May 12 11:05:41 GMT 2025","5052","","Tests.NavigationTests","","Tests.NavigationTests","getSubtitleFromHeaderTest","проверка subtitle in header",""
