"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:51 GMT 2025","7215","","Tests.NavigationTests","","Tests.NavigationTests","logoClickTest","проверка logo click",""
"passed","Sat May 10 01:28:43 GMT 2025","Sat May 10 01:28:53 GMT 2025","9662","","Tests.NavigationTests","","Tests.NavigationTests","getTitleTest","проверка title",""
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:49 GMT 2025","5617","","Tests.NavigationTests","","Tests.NavigationTests","transitionToThirdTestPage","проверка значений направляющих кнопок и переход на третью страницу",""
"failed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:47 GMT 2025","3672","","Tests.LoginFormTests","","Tests.LoginFormTests","signInTest","Проверка проведения авторизации",""
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:46 GMT 2025","2683","","Tests.NavigationTests","","Tests.NavigationTests","transitionWithNextButtonTest","проверка перехода с помощью направляющих кнопок",""
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:52 GMT 2025","8489","","Tests.NavigationTests","","Tests.NavigationTests","getCopyRightText","проверка Copyright",""
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:46 GMT 2025","1793","","Tests.NavigationTests","","Tests.NavigationTests","transitionToSecondPageTest","проверка значений направляющих кнопок и переход на вторую страницу",""
"passed","Sat May 10 01:28:43 GMT 2025","Sat May 10 01:28:54 GMT 2025","10566","","Tests.NavigationTests","","Tests.NavigationTests","getDevelopersPageLink","проверка developer's page link",""
"passed","Sat May 10 01:28:43 GMT 2025","Sat May 10 01:28:49 GMT 2025","5519","","Tests.NavigationTests","","Tests.NavigationTests","basicStateValuesTest","проверка значений направляющих кнопок в исходном состоянии",""
"passed","Sat May 10 01:28:44 GMT 2025","Sat May 10 01:28:48 GMT 2025","4230","","Tests.NavigationTests","","Tests.NavigationTests","getSubtitleFromHeaderTest","проверка subtitle in header",""
"passed","Sat May 10 01:28:43 GMT 2025","Sat May 10 01:28:52 GMT 2025","8594","","Tests.LoginFormTests","","Tests.LoginFormTests","InvalidSignInTest","Проверка провала авторизации",""
